WL FLUX ERROR
1159.0 3.578405693218436e-15 1.9627465050091073e-16
1160.0 3.8434522951601444e-15 1.9192223656498579e-16
1161.0 4.561410866701546e-15 1.9147762368416597e-16
1162.0 3.767833487522505e-15 1.8722378532916057e-16
1163.0 4.083596854041357e-15 1.9322485094708114e-16
1164.0 5.000668976547291e-15 1.9740344806261472e-16
1165.0 4.244907269737116e-15 1.9308406421076816e-16
1166.0 3.260831730122775e-15 1.846674124605064e-16
1167.0 3.458824025706597e-15 1.8160250504894931e-16
1168.0 3.4855279307356503e-15 1.8077088653733274e-16
1169.0 3.1884751639593175e-15 1.7879016054351625e-16
1170.0 3.2022570581004303e-15 1.7773431631690597e-16
1171.0 2.7157273080707698e-15 1.7403752666524091e-16
1172.0 2.859718971486012e-15 1.712556913362693e-16
1173.0 2.6047276985406874e-15 1.6568943070065414e-16
1174.0 1.9426300182266775e-15 1.5825075485185468e-16
1175.0 8.329716320213766e-16 1.4811737826084284e-16
1176.0 1.2542435821094722e-15 1.5399553222513402e-16
1177.0 2.7088255441166398e-15 1.7024785107721836e-16
1178.0 3.201576385463035e-15 1.8240703052422308e-16
1179.0 3.343989463387143e-15 1.8332237058097447e-16
1180.0 4.0530575293300394e-15 1.838191503541326e-16
1181.0 4.415593452555314e-15 1.8597256902465477e-16
1182.0 3.973325479243871e-15 1.8308957651468101e-16
1183.0 3.483677698672055e-15 1.783097243788286e-16
1184.0 3.893677799852547e-15 1.746680194687184e-16
1185.0 4.052941850560152e-15 1.7422119573905857e-16
1186.0 4.076678353768703e-15 1.7630547546668156e-16
1187.0 4.6849602831209415e-15 1.7543474729686551e-16
1188.0 3.460105417858434e-15 1.5926310798537446e-16
1189.0 1.7617637697753953e-15 1.4197448402708162e-16
1190.0 6.328277604128258e-16 1.3002067200523615e-16
1191.0 8.850120460121462e-16 1.2500392770839725e-16
1192.0 2.017342419405539e-15 1.3756139449963037e-16
1193.0 3.2509439155680006e-16 1.237175030401629e-16
1194.0 1.4203265545897716e-15 1.3008047378078419e-16
1195.0 4.1723636690528675e-15 1.5830256810887956e-16
1196.0 4.863014126048311e-15 1.6689901447705685e-16
1197.0 3.5754898797616915e-15 1.5658919329805485e-16
1198.0 3.4205234160114076e-15 1.4529843903899742e-16
1199.0 7.971780138374332e-16 1.2572162428191183e-16
1200.0 1.1304716151453379e-15 1.2151763796160283e-16
1201.0 1.9054674535020575e-15 1.2755896901071452e-16
1202.0 2.1927579780344743e-15 1.3582397670273445e-16
1203.0 3.174998951830265e-15 1.4221312889821831e-16
1204.0 1.612132362354393e-15 1.2267937831776378e-16
1205.0 5.613879244362842e-16 1.0999518986629183e-16
1206.0 4.183732640736854e-16 1.0744179026123889e-16
1207.0 4.968532015520793e-16 1.1060627309033937e-16
1208.0 3.530084676460905e-15 1.2789232923627806e-16
1209.0 5.256117440895849e-15 1.2971792513618014e-16
1210.0 7.25497571007347e-15 1.199401579866174e-16
1211.0 2.661137138969048e-14 1.1189533217105657e-16
1212.0 2.7977001375119542e-11 1.4270468964742808e-16
1213.0 -8.681201259101628e-23 1.4262759728256009e-15
1214.0 -1.7905402536181044e-31 2.093028128541e-15
1215.0 9.93682033759238e-23 2.4796961555174365e-16
1216.0 3.0938889465877633e-12 1.0343152097154354e-16
1217.0 8.80918349792839e-15 1.0479466667360119e-16
1218.0 6.946470745057595e-15 1.1439270658738775e-16
1219.0 5.434190701119589e-15 1.2385889818937825e-16
1220.0 4.390227637095302e-15 1.2912668209152673e-16
1221.0 4.320489815142444e-15 1.3438953889010476e-16
1222.0 4.250322517027932e-15 1.3816654060430398e-16
1223.0 4.645721656428165e-15 1.4464255567339346e-16
1224.0 4.320862144167101e-15 1.4542358679489435e-16
1225.0 5.2058876755118606e-15 1.4755991183474597e-16
1226.0 4.061673884792451e-15 1.4502899860771557e-16
1227.0 3.5406925294038025e-15 1.4028286939520801e-16
1228.0 3.9675693495709646e-15 1.4085079301001937e-16
1229.0 3.1998289461287822e-15 1.358650571133755e-16
1230.0 2.367139281049101e-15 1.2796529371416833e-16
1231.0 4.008482713224905e-15 1.3951417447191606e-16
1232.0 3.717185363254725e-15 1.4262296086882625e-16
1233.0 3.538555369447237e-15 1.3944445966788368e-16
1234.0 3.4834781572176906e-15 1.3699352515162396e-16
1235.0 3.3150874124842363e-15 1.3663771365818096e-16
1236.0 3.1044625492992926e-15 1.3393328618942398e-16
1237.0 3.1629521265002524e-15 1.3321623378037717e-16
1238.0 3.0632638514626626e-15 1.3284654407905628e-16
1239.0 3.4514242206397954e-15 1.3715477613116565e-16
1240.0 4.393396090525238e-15 1.4497382415620636e-16
1241.0 4.253578213394678e-15 1.4745273750990616e-16
1242.0 5.068576056041352e-15 1.5005801716083414e-16
1243.0 4.8922332951707604e-15 1.51027961063597e-16
1244.0 5.8599270606926864e-15 1.5609173432695018e-16
1245.0 5.211222692393037e-15 1.5395205700654472e-16
1246.0 4.9004410516825774e-15 1.485109594275107e-16
1247.0 2.9234817679594906e-15 1.3287501464412413e-16
1248.0 3.512236927512354e-15 1.3316532326630242e-16
1249.0 4.736683899014582e-15 1.4413581064940324e-16
1250.0 3.385917072706244e-15 1.4004945900417735e-16
1251.0 4.435593836997958e-15 1.4126125919119656e-16
1252.0 3.605577921729832e-15 1.3767460978615626e-16
1253.0 4.31855854199724e-15 1.4026719502607136e-16
1254.0 3.406110229173638e-15 1.3866276719180032e-16
1255.0 4.6834559339070945e-15 1.465077422111135e-16
1256.0 4.720260422910726e-15 1.453853632172001e-16
1257.0 4.183960006114253e-15 1.3917625392894403e-16
1258.0 1.8287280559846483e-15 1.1235375454696308e-16
1259.0 1.0329826539265313e-15 1.0350673276184184e-16
1260.0 3.8736166033784757e-16 9.704763289773329e-17
1261.0 1.2472149986471202e-15 1.1299446852000385e-16
1262.0 4.534006833935621e-15 1.4213769235876513e-16
1263.0 4.475398776683127e-15 1.459667582588313e-16
1264.0 4.297148710377285e-15 1.417375002968319e-16
1265.0 3.4765751620645092e-15 1.3899350471901667e-16
1266.0 4.092153184594396e-15 1.4547554805880026e-16
1267.0 4.424649107219137e-15 1.4909713437215684e-16
1268.0 4.744872408515961e-15 1.488152113890444e-16
1269.0 4.212855133325778e-15 1.6270186194815657e-16
1270.0 5.200136958605943e-15 1.7267048707386226e-16
1271.0 4.283150140811317e-15 1.7441627361523723e-16
1272.0 4.251785185042836e-15 1.9931594014791132e-16
1273.0 4.9037636502205055e-15 2.41560182713284e-16
1274.0 4.828183201242236e-15 2.797885912610489e-16
1275.0 3.649508448738182e-15 2.6512144207435057e-16
1276.0 3.7780763230184594e-15 2.3937128523312807e-16
1277.0 2.846823216799621e-17 9.773770277823299e-17
1278.0 2.2606597880465013e-28 9.405141313990276e-19
1279.0 -1.6234182474987232e-38 1.453737553534286e-26
1280.0 -1.0895862878682791e-47 9.757020453174254e-36
1281.0 4.9571511293021025e-57 -4.4435091926333846e-45
1282.0 5.359601191952851e-50 -3.337272261715675e-38
1283.0 -3.584287064324145e-41 2.231834304342491e-29
1284.0 -5.509893520853491e-31 1.2436829342652117e-19
1285.0 3.3681084000154926e-21 5.3256368379602924e-17
1286.0 3.248949865796007e-15 2.8860379311579725e-16
1287.0 3.722697231172956e-15 2.7766788305608045e-16
1288.0 4.707296418850233e-15 2.737576373097127e-16
1289.0 4.086402813367088e-15 2.306474043755067e-16
1290.0 5.085769443254264e-15 2.036425608940296e-16
1291.0 4.006799786401999e-15 1.8791667637123871e-16
1292.0 4.328576171037434e-15 1.90170040563328e-16
1293.0 3.7477606972809375e-15 1.843970448641786e-16
1294.0 3.806348433474005e-15 1.5848079034398186e-16
1295.0 3.659854426781866e-15 1.5626288920882896e-16
1296.0 3.2500542228919093e-15 1.5258588327714145e-16
1297.0 2.6565043404484908e-15 1.4694869094824341e-16
1298.0 3.6850360292460805e-15 1.5502333679496618e-16
1299.0 1.8812432651802815e-15 1.751597825627727e-16
1300.0 4.216611128270577e-14 3.189981264384433e-16
1301.0 2.3394703325548547e-15 1.7472133882428808e-16
1302.0 3.923927325679439e-15 1.968564255898969e-16
1303.0 2.7525101786363184e-14 2.944838955294779e-16
1304.0 1.30913116561841e-14 2.230181228751308e-16
1305.0 2.2826776686675523e-15 1.5303095604711525e-16
1306.0 4.272180532406016e-15 1.634207159021806e-16
1307.0 4.529068416334328e-15 1.698810145609408e-16
1308.0 4.316531902396833e-15 1.7103639637757744e-16
1309.0 4.047716526480029e-15 1.637396756951828e-16
1310.0 4.637275663629322e-15 1.7052937022555113e-16
1311.0 5.252516332408169e-15 1.7543009934527888e-16
1312.0 4.585024602934792e-15 1.7039264731175002e-16
1313.0 3.924432280633624e-15 1.6933389527795136e-16
1314.0 4.859653746673057e-15 1.7344695333487062e-16
1315.0 3.935174728871549e-15 1.6862766794113597e-16
1316.0 3.749436340002552e-15 1.6857922331052787e-16
1317.0 3.834818187471994e-15 1.7047332825944658e-16
1318.0 4.6441768556682885e-15 1.738878388336412e-16
1319.0 4.4974339371371475e-15 1.7425148645317795e-16
1320.0 4.542551666302802e-15 1.7627597892994796e-16
1321.0 3.8620921608377245e-15 1.713408253300413e-16
1322.0 4.427776735754041e-15 1.7248850522245085e-16
1323.0 4.83615301897318e-15 1.7413576994686435e-16
1324.0 3.1176575921498174e-15 1.6306740594668306e-16
1325.0 4.451994067179594e-15 1.7107204503827562e-16
1326.0 4.992097142859168e-15 1.7539870155838226e-16
1327.0 4.485353038067091e-15 1.6998173839107158e-16
1328.0 3.6233685413526864e-15 1.6332859830178505e-16
1329.0 3.570996679318519e-15 1.6621237815823575e-16
1330.0 3.7693304726417105e-15 1.6848540114908876e-16
1331.0 4.661953886989642e-15 1.6916898205844567e-16
1332.0 1.0563648224259088e-15 1.349495313526479e-16
1333.0 1.8921883869137493e-15 1.3139169439281602e-16
1334.0 1.7896929310896431e-16 1.1970906676542606e-16
1335.0 2.0731548172250883e-16 1.1941110954082152e-16
1336.0 2.9426144004002407e-15 1.547317021406118e-16
1337.0 4.871706750721573e-15 1.7745195037773332e-16
1338.0 4.296872921010713e-15 1.754003957825584e-16
1339.0 4.8742166110122675e-15 1.7775182710541552e-16
1340.0 4.1890654789463004e-15 1.7735332282052363e-16
1341.0 4.2493268400228846e-15 1.7361765987990875e-16
1342.0 4.132287816475235e-15 1.697916777017455e-16
1343.0 4.146021725287636e-15 1.6850427887087387e-16
1344.0 3.705290353260881e-15 1.6710080414041522e-16
1345.0 3.655501407719285e-15 1.6725062491955837e-16
1346.0 4.350266866580704e-15 1.7311424205302677e-16
1347.0 4.4541929823872794e-15 1.7662122551185235e-16
1348.0 4.127644373599594e-15 1.7802218028547888e-16
1349.0 4.911442650463252e-15 1.8039059795688832e-16
1350.0 4.227501505311498e-15 1.7649605662651027e-16
1351.0 3.8997483326682e-15 1.731483295024161e-16
1352.0 4.842040596784168e-15 1.7866109978179008e-16
1353.0 4.097114317537703e-15 1.7614191327156194e-16
1354.0 4.292428969570538e-15 1.761708285959542e-16
1355.0 4.748919044210046e-15 1.7839020643777935e-16
1356.0 4.375949670252226e-15 1.7686581461961908e-16
1357.0 3.677822730408118e-15 1.731494633989798e-16
1358.0 4.088068110544187e-15 1.77324384519027e-16
1359.0 4.793800802631182e-15 1.7968588556062488e-16
1360.0 4.6440104933211985e-15 1.8145610326610134e-16
1361.0 3.503280646342246e-15 1.7397829550855225e-16
1362.0 3.872266919060689e-15 1.7559286934875789e-16
1363.0 3.93958396166033e-15 1.7633053088480096e-16
1364.0 4.424283279112176e-15 1.7754661416035794e-16
1365.0 3.496878202654102e-15 1.742084079198686e-16
1366.0 4.1614353783713415e-15 1.781917695320584e-16
1367.0 3.4391817493631523e-15 1.7596233543620123e-16
1368.0 3.890571702072762e-15 1.7919936897606638e-16
1369.0 3.794660961752619e-15 1.7715592955297757e-16
1370.0 4.231587273706662e-15 1.8046279795432989e-16
1371.0 3.859483571068573e-15 1.8083298660055053e-16
1372.0 3.981471218443598e-15 1.8144408444553957e-16
1373.0 3.944090990669763e-15 1.7842718190866105e-16
1374.0 3.499129508117001e-15 1.7586588025934297e-16
1375.0 3.709211009903683e-15 1.7692088526595184e-16
1376.0 4.10238188757161e-15 1.8084208805574062e-16
1377.0 3.728307157413649e-15 1.7994085552903048e-16
1378.0 3.917597986227736e-15 1.8038146215985027e-16
1379.0 3.943178326535951e-15 1.7640350190580416e-16
1380.0 3.431366367153881e-15 1.7696780049777697e-16
1381.0 3.924467771433693e-15 1.809685755558065e-16
1382.0 3.229668525076664e-15 1.779831212607116e-16
1383.0 3.2263906653662853e-15 1.7510058428615786e-16
1384.0 2.5082202949309923e-15 1.7165745821850218e-16
1385.0 3.565179098333443e-15 1.7858945724945966e-16
1386.0 3.244335156429321e-15 1.7885526118917917e-16
1387.0 3.040402662564279e-15 1.742384237069126e-16
1388.0 2.6068650872506034e-15 1.7113780717834952e-16
1389.0 3.0885123756680746e-15 1.743965086944257e-16
1390.0 2.5709858590215123e-15 1.707817769081552e-16
1391.0 2.2107103577048422e-15 1.6112929179271256e-16
1392.0 1.63983327125073e-15 1.5595831210396602e-16
1393.0 1.1998470836568023e-15 1.500493212799624e-16
1394.0 1.3174346950403703e-15 1.5216848832934435e-16
1395.0 2.713268086401008e-15 1.7246742314090767e-16
1396.0 2.980316134301072e-15 1.7788936677785016e-16
1397.0 3.012981703565412e-15 1.783837906673994e-16
1398.0 2.896727826525694e-15 1.7903459225658926e-16
1399.0 3.2348433154212345e-15 1.8104025443954776e-16
1400.0 2.112671392710923e-15 1.7248084946042983e-16
1401.0 2.417873096504134e-15 1.7024768953131992e-16
1402.0 1.7232360696351665e-15 1.646446353086615e-16
1403.0 2.170926778874473e-15 1.6902532602978172e-16
1404.0 2.895151045222937e-15 1.8741129128610862e-16
1405.0 3.783705816686258e-15 1.9328302403907675e-16
1406.0 3.4759567309152352e-15 1.9313776283332186e-16
1407.0 3.805807209406615e-15 1.9612064132401761e-16
1408.0 3.6963514563128365e-15 1.9453812197970651e-16
1409.0 3.272999022324736e-15 1.9213188985856097e-16
1410.0 3.368782249985215e-15 1.9257922095172958e-16
1411.0 3.793336691453154e-15 1.9629638783783256e-16
1412.0 3.48777061442945e-15 1.968197166208323e-16
1413.0 3.620295374768712e-15 1.994216344478313e-16
1414.0 3.693087370762565e-15 1.9785664533891036e-16
1415.0 3.417883664826542e-15 1.9557874151856897e-16
1416.0 3.4348551260396272e-15 1.9606330518861274e-16
1417.0 2.511702634154987e-15 1.8624786739961088e-16
1418.0 3.1706408749740564e-15 1.9400881906472273e-16
1419.0 2.9292534945682385e-15 1.9707409681525776e-16
1420.0 2.871781028892537e-15 1.9676245230222514e-16
1421.0 3.903073198639589e-15 2.0260172267154682e-16
1422.0 3.665506490784304e-15 2.0130897310586287e-16
1423.0 3.882568822996078e-15 2.0953513933444886e-16
1424.0 3.3275728031263315e-15 2.3168567899832736e-16
1425.0 4.1916119298660656e-15 2.365919748398758e-16
1426.0 3.088855218810774e-15 2.474618847365462e-16
1427.0 3.5460110538109752e-15 2.7840854640267036e-16
1428.0 3.044917088380373e-15 3.291302491502396e-16
1429.0 3.225303291370531e-15 3.209174904911867e-16
1430.0 3.0695383661268883e-15 1.679511290608665e-16
1431.0 2.7012055655502186e-15 1.562840076502359e-16
1432.0 3.739858056462251e-15 1.5520866331780846e-16
1433.0 3.620437371689891e-15 1.2086429800913359e-16
1434.0 3.4981852930451315e-15 1.1473786621682535e-16
1435.0 3.000703323238227e-15 1.0888601052212609e-16
1436.0 3.2088039224354263e-15 9.361086121773588e-17
1437.0 3.5062261191056464e-15 9.43396868026938e-17
1438.0 3.134500426068866e-15 9.273756618769043e-17
1439.0 3.627228623637058e-15 8.597483443559157e-17
1440.0 3.263849856911867e-15 8.562522158991645e-17
1441.0 3.6947193449242184e-15 8.543499293756193e-17
1442.0 2.9594056665193068e-15 8.269097971323717e-17
1443.0 3.821634552867554e-15 8.704905904722709e-17
1444.0 3.4337375215651735e-15 8.479649162508462e-17
1445.0 3.0485866582907856e-15 8.24301601153371e-17
1446.0 3.2314908074041946e-15 8.444839838536573e-17
1447.0 2.9505951740349967e-15 8.401288446792934e-17
1448.0 3.75645201004623e-15 8.586447966053364e-17
1449.0 3.587415442213384e-15 8.652448142599127e-17
1450.0 3.569342339706823e-15 8.602008189468983e-17
1451.0 3.4826075880760705e-15 8.62316812462393e-17
1452.0 3.485393993059706e-15 8.408561151865452e-17
1453.0 3.3245606782377147e-15 8.5153723960489e-17
1454.0 3.1255881194251747e-15 8.469365673944533e-17
1455.0 3.2756297085181587e-15 8.365714368153359e-17
1456.0 3.537101077677805e-15 8.49369019247259e-17
1457.0 3.4290593652877566e-15 8.586876922669612e-17
1458.0 3.2215746503959446e-15 8.720423345143207e-17
1459.0 3.750785482861014e-15 8.822277986732405e-17
1460.0 3.2979661496386636e-15 8.766551237851569e-17
1461.0 3.6593115453593045e-15 8.765841717893236e-17
1462.0 3.433931222954543e-15 8.799748936729231e-17
1463.0 3.5887370047358576e-15 8.93815752655622e-17
1464.0 3.74427671410096e-15 9.113576355498778e-17
1465.0 3.247278440824614e-15 8.797429354188267e-17
1466.0 2.872990349192915e-15 8.465401273447031e-17
1467.0 2.782366076490373e-15 8.359679427962578e-17
1468.0 3.181496021016097e-15 8.63599934330841e-17
1469.0 3.2052728023984527e-15 8.869526797710529e-17
1470.0 3.095782205311735e-15 8.903156607764834e-17
1471.0 3.3205598940116106e-15 8.940861216974391e-17
1472.0 3.2455887238817993e-15 8.945042072401578e-17
1473.0 2.952169554275358e-15 8.908023061847086e-17
1474.0 3.4032854114410806e-15 9.128163281467036e-17
1475.0 3.3135792773152163e-15 9.203230466535227e-17
1476.0 3.3375627741452866e-15 9.041502696998612e-17
1477.0 2.872192906415554e-15 8.97544118455746e-17
1478.0 2.8416410942581966e-15 9.096011686030355e-17
1479.0 3.4812674685797363e-15 9.310381066949798e-17
1480.0 3.2441630225816555e-15 9.434575999869784e-17
1481.0 3.1717308770689784e-15 9.356035949596632e-17
1482.0 3.3373985851296055e-15 9.205398515439595e-17
1483.0 2.8759198608690025e-15 9.170395008067102e-17
1484.0 2.782933033292029e-15 9.16838859475433e-17
1485.0 3.4085343490145098e-15 9.210317672574092e-17
1486.0 2.7948184132474234e-15 9.188376135255961e-17
1487.0 3.452210091816466e-15 9.569351753847056e-17
1488.0 3.557282523055205e-15 9.845876850699638e-17
1489.0 3.662388255348054e-15 9.702284820682017e-17
1490.0 3.756008490475639e-15 9.696411708437961e-17
1491.0 3.430730640398941e-15 9.694154611896389e-17
1492.0 3.570506962804341e-15 9.61697464808802e-17
1493.0 2.947722071336523e-15 9.35547776029311e-17
1494.0 2.767718495976894e-15 9.134661595483327e-17
1495.0 2.8426264134591614e-15 9.251913128111214e-17
1496.0 3.328786048637434e-15 9.573636316026613e-17
1497.0 3.2813506362463094e-15 9.641728361143343e-17
1498.0 3.3323249338841846e-15 9.608323556463338e-17
1499.0 2.622975967888622e-15 9.195587811416287e-17
1500.0 2.397167635254916e-15 8.997284138473692e-17
1501.0 2.489770149280297e-15 8.947796753334626e-17
1502.0 2.287779674700653e-15 8.863653605131199e-17
1503.0 2.9774611679298872e-15 9.325371313277722e-17
1504.0 2.7625143394276743e-15 9.359380630858021e-17
1505.0 2.773466559468178e-15 9.306398853252114e-17
1506.0 3.0032212157081045e-15 9.575866673821716e-17
1507.0 3.627046086981701e-15 9.783297670797041e-17
1508.0 3.0789506379272447e-15 9.842084595939944e-17
1509.0 3.3496565394208005e-15 9.947594410929749e-17
1510.0 3.1262872885730763e-15 9.708294848028242e-17
1511.0 2.549130909342207e-15 9.278209499919123e-17
1512.0 2.384403446309802e-15 9.025677018503019e-17
1513.0 2.7535927998669998e-15 9.175343756013211e-17
1514.0 2.8768173424886406e-15 9.46094612703566e-17
1515.0 3.384092627563148e-15 9.666558558830973e-17
1516.0 2.5629765719448824e-15 9.31924371695972e-17
1517.0 2.4768750113512417e-15 9.232968534737832e-17
1518.0 2.8944094418650547e-15 9.649259985514341e-17
1519.0 3.055775884686453e-15 9.782120134301671e-17
1520.0 2.9094642376954562e-15 9.652557185080563e-17
1521.0 3.489681100843398e-15 9.903689921356162e-17
1522.0 3.2268712616758747e-15 1.0088798981681491e-16
1523.0 3.4687585326787072e-15 9.948570877570307e-17
1524.0 1.805580251812934e-15 8.537031604971763e-17
1525.0 1.789438817659966e-15 8.087555113609827e-17
1526.0 7.575340294686386e-16 7.437173448864585e-17
1527.0 7.774712399211574e-16 7.44337067882546e-17
1528.0 2.7253133808066323e-15 9.248677369159045e-17
1529.0 3.12049900444428e-15 9.90873216742598e-17
1530.0 2.2089924107114184e-15 9.34855569364666e-17
1531.0 2.244190544045137e-15 9.000109434847475e-17
